Country,Title,Type,Category,Frequency,Owner (group),Publisher,Ad Sales,Location / Note,Circulation,Country,Vertical,Audience,B2B/B2C,Reach,Format,Native fit,Tags,URL,URL_status
NO,Lillesands-Posten,Avis,Lokal,Flere ganger ukentlig,Selvstendig,Lillesands-Posten AS,Direkte hos utgiver,Lillesand,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.lp.no,VERIFIED
NO,Lindesnes,Avis,Regional,Flere ganger ukentlig,Schibsted,Lindesnes Avis AS,Schibsted Marketing Services (SMS),Mandal,6110,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.l-a.no,VERIFIED
NO,Lindesnes Avis Nord,Avis,Lokal,Ukentlig,Schibsted,Lindesnes Avis AS,Schibsted Marketing Services (SMS),Lyngdal/Audnedal,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.l-a.no,VERIFIED
NO,Lister (Farsunds Avis),Avis,Regional,Daglig,Schibsted,Farsunds Avis AS,Schibsted Marketing Services (SMS),Farsund,6042,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.lister24.no,VERIFIED
NO,Lofot-Tidende,Avis,Lokal,Flere ganger ukentlig,Amedia,Lofot-Tidende AS,Amedia Salg,Leknes,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.lofot-tidende.no,VERIFIED
NO,Lofotposten,Avis,Regional,Daglig,Amedia,Lofotposten AS,Amedia Salg,Svolvær,7010,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://lofotposten.no,VERIFIED
NO,Lokalavisa Nordsalten,Avis,Lokal,Ukentlig,Selvstendig,Lokalavisa Nordsalten,Direkte hos utgiver,Innhavet,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.nordsalten.no,VERIFIED
NO,Lokalavisa Trysil Engerdal,Avis,Lokal,Ukentlig,Selvstendig,LA Trysil Engerdal,Direkte hos utgiver,Trysil,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.østlendingen.no,UNVERIFIED
NO,Lyngdals Avis,Avis,Lokal,Ukentlig,Selvstendig,Lyngdals Avis,Direkte hos utgiver,Lyngdal,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.lyngdalsavis.no,VERIFIED
NO,Marsteinen,Avis,Lokal,Ukentlig,Selvstendig,Marsteinen,Direkte hos utgiver,Storebø,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.marsteinen.no,VERIFIED
NO,Meråkerposten,Avis,Lokal,Ukentlig,Selvstendig,Meråkerposten,Direkte hos utgiver,Meråker,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://merakerposten.no,VERIFIED
NO,Midsundingen,Avis,Lokal,Ukentlig,Selvstendig,Midsundingen,Direkte hos utgiver,Midsund,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://midsundingen.no,VERIFIED
NO,Mitt Kongsvinger,Avis,Lokal,Digital,Selvstendig,Mitt Kongsvinger,Direkte hos utgiver,Kongsvinger,,NO,News (Local),Regional consumer,B2C,Local,Digital,Medium,,https://www.mittkongsvinger.no,VERIFIED
NO,MN24,Avis,Regional,Digital,Polaris Media,Polaris Media Midt-Norge,Polaris Media Salg / SMS (samarbeid),Midt-Norge,,NO,News (Regional),Regional consumer,B2C,Regional,Digital,Medium,,https://www.mn24.no,VERIFIED
NO,Morgenbladet,Avis,Politikk/kultur,Ukentlig,Mentor Medier,Morgenbladet AS,Mentor Medier Salg,Konservativt/kultur,31994,NO,Politics & Current Affairs,General consumer,B2C,National,Print + Digital,High,"circulation-reported, conservative",https://www.morgenbladet.no,VERIFIED
NO,Moss Avis,Avis,Regional,Daglig,Amedia,Moss Avis AS,Amedia Salg,Moss,14236,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://mossavis.no,VERIFIED
NO,Møre,Avis,Lokal,Flere ganger ukentlig,Selvstendig,Møre AS,Direkte hos utgiver,Volda,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.mre.no,VERIFIED
NO,Møre-Nytt,Avis,Lokal,2x ukentlig,Polaris Media,Møre-Nytt AS,Polaris Media Salg / SMS (samarbeid),Ørsta,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.morenytt.no,VERIFIED
NO,Namdalsavisa,Avis,Regional,Daglig,Amedia,Namdalsavisa AS,Amedia Salg,Namsos,11181,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://namdalsavisa.no,VERIFIED
NO,Nationen,Avis,Landbruk riks,Daglig,Tun Media,Tun Media AS,Tun Media Annonse,Distrikt og landbruk,17275,NO,B2B – Agriculture,Farmers,B2B,National,Print + Digital,High,circulation-reported,https://nationen.no,VERIFIED
NO,Nettavisen,Avis,Riks digital,Digital,Amedia,Nettavisen AS,Amedia Salg,Kun nett,,NO,News (National),General consumer,B2C,National,Digital,High,,https://nettavisen.no,VERIFIED
NO,Nettavisen Økonomi,Avis,Riks,Digital,Amedia,Nettavisen AS,Amedia Salg,Økonomi-vertikal,,NO,News (National),General consumer,B2C,National,Digital,High,,https://www.nettavisen.no/okonomi,VERIFIED
NO,Nidaros,Avis,Regional,Digital,Amedia,Nidaros AS,Amedia Salg,Trondheim,,NO,News (Regional),Regional consumer,B2C,Regional,Digital,Medium,,https://nidaros.no,VERIFIED
NO,Norddalen,Avis,Lokal,Ukentlig,Amedia,Norddalen AS,Amedia Salg,Otta,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://norddalen.no,VERIFIED
NO,Nordhordland,Avis,Regional,Flere ganger ukentlig,Amedia,Nordhordland AS,Amedia Salg,Knarvik,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://nordhordland.no,VERIFIED
NO,Nordlys,Avis,Regional,Daglig,Amedia,Nordlys AS,Amedia Salg,Tromsø,25736,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.nordlys.no,VERIFIED
NO,Nordre Aker Budstikke,Avis,Lokal,Digital,Selvstendig,Nordre Aker Budstikke,Direkte hos utgiver,Oslo,,NO,News (Local),Regional consumer,B2C,Local,Digital,Medium,,https://nordreakerbudstikke.no,VERIFIED
NO,Nordstrands Blad,Avis,Lokal,Ukentlig,Amedia,Nordstrands Blad AS,Amedia Salg,Oslo,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.noblad.no,LIKELY_OK
NO,Norge IDAG,Avis,Kristen riks,Ukentlig,Selvstendig,Norge IDAG AS,Direkte hos utgiver,Konservativt kristen,10902,NO,Religion,Religious (Christian),B2C,National,Print + Digital,Medium,"circulation-reported, conservative",https://www.idag.no,VERIFIED
NO,Ny Tid,Avis,Politikk/kultur,Månedlig,Selvstendig,Ny Tid AS,Direkte hos utgiver,Sosialistisk,,NO,Politics & Current Affairs,General consumer,B2C,National,Print + Digital,High,,https://www.nytid.no,VERIFIED
NO,Nye Troms,Avis,Regional,2x ukentlig,Amedia,Nye Troms AS,Amedia Salg,Moen,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://nye-troms.no/,LIKELY_OK
NO,Nyss,Avis,Lokal,Flere ganger ukentlig,Selvstendig,Nyss AS,Direkte hos utgiver,Sør-Odal,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.nyss.no,VERIFIED
NO,Oppland Arbeiderblad,Avis,Regional,Daglig,Amedia,Oppland Arbeiderblad AS,Amedia Salg,Gjøvik,20442,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.oppland-arbeiderblad.no,VERIFIED
NO,Os og Fusaposten,Avis,Lokal,Flere ganger ukentlig,Amedia,Os og Fusaposten AS,Amedia Salg,Os,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.midtsiden.no,VERIFIED
NO,Porsgrunns Dagblad,Avis,Regional,Daglig,Amedia,PD AS,Amedia Salg,Porsgrunn,5441,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.pd.no,VERIFIED
NO,Rakkestad Avis,Avis,Lokal,Flere ganger ukentlig,Amedia,Rakkestad Avis AS,Amedia Salg,Rakkestad,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.rakkestad-avis.no,UNVERIFIED
NO,Rana Blad,Avis,Regional,Daglig,Amedia,Rana Blad AS,Amedia Salg,Mo i Rana,8914,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://ranablad.no,VERIFIED
NO,Randaberg24,Avis,Lokal,Digital,Polaris Media,Randaberg24 AS,Polaris Media Salg / SMS (samarbeid),Randaberg (51% Polaris),,NO,News (Local),Regional consumer,B2C,Local,Digital,Medium,,https://www.randaberg24.no,VERIFIED
NO,Raumnes,Avis,Lokal,Flere ganger ukentlig,Amedia,Raumnes AS,Amedia Salg,Årnes,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://raumnes.no,VERIFIED
NO,Recharge,Avis,Fornybar,Daglig,NHST Media Group,NHST Media AS,NHST Media Salg,Engelskspråklig fornybar,,NO,B2B – Energy & Utilities,Renewable energy pros (international),B2B,International,Print + Digital,High,,https://www.rechargenews.com,VERIFIED
NO,Resett,Avis,Politikk,Digital,Selvstendig,Resett AS,Direkte hos utgiver,Konservativ,,NO,Politics & Current Affairs,General consumer,B2C,National,Digital,High,conservative,https://www.resett.no,VERIFIED
NO,Ringerikes Blad,Avis,Regional,Flere ganger ukentlig,Amedia,Ringerikes Blad AS,Amedia Salg,Hønefoss,11318,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://ringerikesblad.no,VERIFIED
NO,Ringsaker Blad,Avis,Regional,Flere ganger ukentlig,Amedia,Ringsaker Blad AS,Amedia Salg,Brumunddal,8358,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://ringsaker-blad.no,VERIFIED
NO,Rjukan Arbeiderblad,Avis,Lokal,Flere ganger ukentlig,Amedia,Rjukan Arbeiderblad AS,Amedia Salg,Rjukan,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.ra.no,VERIFIED
NO,Romerikes Blad,Avis,Regional,Daglig,Amedia,Romerikes Blad AS,Amedia Salg,Lillestrøm,33148,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://rb.no,VERIFIED
NO,Romsdals Budstikke,Avis,Regional,Daglig,Polaris Media,Romsdals Budstikke AS,Polaris Media Salg / SMS (samarbeid),Molde,17127,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.rbnett.no,VERIFIED
NO,Ruijan Kaiku,Avis,Kvensk,Månedlig,Selvstendig,Ruijan Kaiku AS,Direkte hos utgiver,Kvensk språk,,NO,News (General),General consumer,B2C,National,Print + Digital,Medium,,https://www.ruijan-kaiku.no,VERIFIED
NO,Ryfylke,Avis,Lokal,Flere ganger ukentlig,Selvstendig,Ryfylke AS,Direkte hos utgiver,Sauda,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.ryfylke.net,VERIFIED
NO,Røyken og Hurums Avis,Avis,Lokal,Flere ganger ukentlig,Amedia,RHA AS,Amedia Salg,Slemmestad,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.rha.no,VERIFIED
NO,Sagene Avis,Avis,Lokal,Ukentlig,Selvstendig,Sagene Avis,Direkte hos utgiver,Oslo,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://sageneavis.no,VERIFIED
NO,Saltenposten,Avis,Regional,2x ukentlig,Amedia,Saltenposten AS,Amedia Salg,Fauske,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://www.saltenposten.no,VERIFIED
NO,Samningen,Avis,Lokal,Ukentlig,Selvstendig,Samningen,Direkte hos utgiver,Samnanger,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.samningen.no,VERIFIED
NO,Sande Avis,Avis,Lokal,Ukentlig,Amedia,Sande Avis AS,Amedia Salg,Sande,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.sande-avis.no,LIKELY_OK
NO,Sandefjords Blad,Avis,Regional,Daglig,Schibsted,Sandefjords Blad AS,Schibsted Marketing Services (SMS),Sandefjord,12896,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.sb.no,VERIFIED
NO,Sandefjords Blad (Amedia),Avis,Lokal,Daglig,Schibsted,Sandefjords Blad,Schibsted Marketing Services (SMS),Schibsted-eid,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.sb.no,VERIFIED
NO,Sandnesposten,Avis,Regional,Flere ganger ukentlig,Schibsted,Sandnesposten AS,Schibsted Marketing Services (SMS),Sandnes,9574,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://sandnesposten.no,VERIFIED
NO,Sarpsborg Arbeiderblad,Avis,Regional,Daglig,Amedia,Sarpsborg Arbeiderblad AS,Amedia Salg,Sarpsborg,12759,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://sarpsborgarbeiderblad.no,VERIFIED
NO,Selbyggen,Avis,Lokal,Ukentlig,Polaris Media,Selbyggen AS,Polaris Media Salg / SMS (samarbeid),Selbu,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.selbyggen.no,VERIFIED
NO,Setesdølen,Avis,Regional,Flere ganger ukentlig,Selvstendig,Setesdølen AS,Direkte hos utgiver,Bygland,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://www.setesdolen.no,VERIFIED
NO,Shifter,Avis,Tech/startup,Digital,Aller Media,Shifter AS,Aller Media Annonsesalg,Tech og oppstart,,NO,Tech & Gadgets,Tech entrepreneurs,B2B,National,Digital,High,,https://www.shifter.no,VERIFIED
NO,Smaalenenes Avis,Avis,Regional,Flere ganger ukentlig,Amedia,Smaalenenes Avis AS,Amedia Salg,Askim,12050,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.smaalenene.no,VERIFIED
NO,Snåsningen,Avis,Lokal,Ukentlig,Selvstendig,Snåsningen,Direkte hos utgiver,Snåsa,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://snasningen.no,VERIFIED
NO,Sogn Avis,Avis,Regional,Daglig,Amedia,Sogn Avis AS,Amedia Salg,Leikanger,9613,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://sognavis.no,VERIFIED
NO,Solabladet,Avis,Lokal,Ukentlig,Schibsted,Solabladet AS,Schibsted Marketing Services (SMS),Sola,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://solabladet.no,VERIFIED
NO,SolungAvisa,Avis,Lokal,Ukentlig,Selvstendig,SolungAvisa,Direkte hos utgiver,Flisa,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://solungavisa.no,VERIFIED
NO,Stangeavisa,Avis,Lokal,Ukentlig,Selvstendig,Stangeavisa,Direkte hos utgiver,Stange,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://stangeavisa.no,VERIFIED
NO,Stavanger Aftenblad,Avis,Regional,Daglig,Schibsted,Stavanger Aftenblad ASA,Schibsted Marketing Services (SMS),Stavanger,63973,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.aftenbladet.no,VERIFIED
NO,Steigan.no,Avis,Politikk,Digital,Selvstendig,Steigan AS,Direkte hos utgiver,Venstreorientert,,NO,Politics & Current Affairs,General consumer,B2C,National,Digital,High,centre-left,https://www.steigan.no,VERIFIED
NO,Steinkjer-Avisa,Avis,Lokal,Ukentlig,Selvstendig,Steinkjer-Avisa,Direkte hos utgiver,Steinkjer,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://steinkjeravisa.no,VERIFIED
NO,Steinkjer24,Avis,Lokal,Digital,Polaris Media,Polaris Media Trønder,Polaris Media Salg / SMS (samarbeid),Steinkjer,,NO,News (Local),Regional consumer,B2C,Local,Digital,Medium,,https://www.steinkjer24.no,VERIFIED
NO,Stjørdals-Nytt,Avis,Lokal,Ukentlig,Selvstendig,Stjørdals-Nytt,Direkte hos utgiver,Stjørdal,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://stjordalsnytt.no,UNVERIFIED
NO,Stord24,Avis,Lokal,Digital,Selvstendig,Stord24,Direkte hos utgiver,Stord,,NO,News (Local),Regional consumer,B2C,Local,Digital,Medium,,https://www.stord24.no,VERIFIED
NO,Storfjordnytt,Avis,Lokal,Ukentlig,Selvstendig,Storfjordnytt,Direkte hos utgiver,Sjøvegan,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.storfjordnytt.no,VERIFIED
NO,Strandbuen,Avis,Lokal,2x ukentlig,Selvstendig,Strandbuen AS,Direkte hos utgiver,Jørpeland,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://strandbuen.no,VERIFIED
NO,Strilen,Avis,Regional,Flere ganger ukentlig,Polaris Media,Strilen AS,Polaris Media Salg / SMS (samarbeid),Knarvik (51% Polaris),5519,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.strilen.no,VERIFIED
NO,Subjekt,Avis,Kultur,Digital,Selvstendig,Subjekt AS,Direkte hos utgiver,Kultur,,NO,Arts & Culture,General consumer,B2C,National,Digital,High,,https://subjekt.no,VERIFIED
NO,Sulaposten,Avis,Lokal,Ukentlig,Polaris Media,Sulaposten AS,Polaris Media Salg / SMS (samarbeid),Sula,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.sulaposten.no,VERIFIED
NO,Suldalsposten,Avis,Lokal,Ukentlig,Selvstendig,Suldalsposten,Direkte hos utgiver,Sand,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.suldalsposten.no,VERIFIED
NO,Sunnhordland,Avis,Regional,Daglig,Polaris Media,Bladet Sunnhordland AS,Polaris Media Salg / SMS (samarbeid),Leirvik,7032,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.sunnhordland.no,VERIFIED
NO,Sunnmørsposten,Avis,Regional,Daglig,Polaris Media,Sunnmørsposten AS,Polaris Media Salg / SMS (samarbeid),Ålesund,27025,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.smp.no,VERIFIED
NO,Svalbardposten,Avis,Regional,Ukentlig,Selvstendig,Stiftelsen Svalbardposten,Direkte hos utgiver,Longyearbyen,1919,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.svalbardposten.no,VERIFIED
NO,Svelviksposten,Avis,Lokal,Ukentlig,Amedia,Svelviksposten AS,Amedia Salg,Svelvik,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://svelviksposten.no,VERIFIED
NO,Sydvesten,Avis,Lokal,Ukentlig,Selvstendig,Sydvesten,Direkte hos utgiver,Sotra,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.sydvesten.no,VERIFIED
NO,Synste Møre,Avis,Lokal,Ukentlig,Selvstendig,Synste Møre,Direkte hos utgiver,Vanylven,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.synste.no,VERIFIED
NO,Ságat,Avis,Samisk,Flere ganger ukentlig,Selvstendig,Sagat AS,Direkte hos utgiver,Lakselv,3138,NO,News (General),General consumer,B2C,National,Print + Digital,Medium,circulation-reported,https://www.sagat.no,VERIFIED
NO,Sør-Trøndelag,Avis,Regional,Flere ganger ukentlig,Polaris Media,Sør-Trøndelag AS,Polaris Media Salg / SMS (samarbeid),Orkanger,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://www.s-t.no,VERIFIED
NO,Sør-Varanger Avis,Avis,Regional,Flere ganger ukentlig,Selvstendig,Sør-Varanger Avis AS,Direkte hos utgiver,Kirkenes,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://www.sva.no,VERIFIED
NO,Søvesten,Avis,Lokal,Ukentlig,Selvstendig,Søvesten,Direkte hos utgiver,Sokndal,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.sovesten.no,VERIFIED
NO,Telemarksavisa,Avis,Regional,Daglig,Amedia,Telemarksavisa AS,Amedia Salg,Skien,23700,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.ta.no,VERIFIED
NO,Telen,Avis,Regional,Flere ganger ukentlig,Amedia,Telen AS,Amedia Salg,Notodden,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://telen.no,VERIFIED
NO,Tidens Krav,Avis,Regional,Daglig,Amedia,Tidens Krav AS,Amedia Salg,Kristiansund,12385,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://tidenskrav.no,VERIFIED
NO,Totens Blad,Avis,Lokal,Ukentlig,Selvstendig,Totens Blad,Direkte hos utgiver,Skreia,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.totens-blad.no,VERIFIED
NO,Tradewinds,Avis,Maritim,Daglig,NHST Media Group,NHST Media AS,NHST Media Salg,Engelskspråklig maritim,,NO,B2B – Maritime,Shipping & maritime pros (international),B2B,International,Print + Digital,High,,https://tradewinds.no,VERIFIED
NO,Troms Folkeblad,Avis,Regional,Daglig,Amedia,Troms Folkeblad AS,Amedia Salg,Finnsnes,,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,,https://www.folkebladet.no,VERIFIED
NO,Trønder-Avisa,Avis,Regional,Daglig,Polaris Media,Trønder-Avisa AS,Polaris Media Salg / SMS (samarbeid),Steinkjer,19912,NO,News (Regional),Regional consumer,B2C,Regional,Print + Digital,Medium,circulation-reported,https://www.t-a.no,VERIFIED
NO,Trønderbladet,Avis,Lokal,Flere ganger ukentlig,Polaris Media,Trønderbladet AS,Polaris Media Salg / SMS (samarbeid),Melhus,,NO,News (Local),Regional consumer,B2C,Local,Print + Digital,Medium,,https://www.tronderbladet.no,VERIFIED
